Id,Timestep,Fitness,EvaluationTime
39,857695,0,1794
45,857702,0.772889,1682
28,857704,0.575043,1739
19,857707,0.119904,1668
38,857715,0,1768
7,857779,0.676983,2068
21,857898,0.456413,2191
22,857900,0.101781,1965
48,857905,0.110742,1806
12,857929,0,2121
4,857959,0,2061
13,857978,0.439668,2047
25,857986,0.0595593,1679
6,858007,0.15361,1953
23,858029,0.575013,1913
9,858052,0.746855,2544
11,858225,0.884521,2035
30,858255,0.49505,2020
43,858327,0.846614,2008
15,858399,0.435053,1609
32,858411,0.458716,1744
10,858513,0.0572738,1746
14,858548,0.101215,1976
26,858550,0.137174,1458
46,858550,0.202532,1975
1,858691,0,1731
49,858711,0,2720
41,858726,0.661765,2720
34,858755,0.163845,1831
2,858770,0,1646
42,858959,0,1792
31,858969,0.306748,1956
37,858997,0.144665,2765
33,859068,0.1545,2589
3,859069,0.115207,1736
24,859143,0.826446,1815
35,859145,1.46214,1915
47,859147,0.111359,1796
29,859164,3.4903,1805
27,859246,0.107875,1854
0,859268,0.49456,2022
8,859277,0.352467,1986
5,859331,0.949367,1896
18,859361,0,2612
44,859407,0.542299,1844
39,859419,0,1672
40,859433,0.691122,1881
45,859436,0.475624,1682
17,859463,0.383409,2869
20,859468,0.0424809,2354
36,859474,0.271213,2581
19,859498,0,1739
38,859583,0,1816
16,859734,1.28447,2647
13,859821,0,1791
9,859895,0.446678,1791
7,859899,0.580271,2068
22,859917,0.101781,1965
48,859939,0.302725,1982
25,859946,0,1908
6,860012,0,1953
43,860047,0.359712,1668
11,860092,0.77135,1815
12,860102,0.235738,2121
32,860207,0.344037,1744
34,860235,0.420168,1428
26,860314,0.584112,1712
1,860315,0.19084,1572
10,860318,0.11409,1753
28,860349,2.04396,2593
15,860406,1.07417,1955
49,860435,0,1672
4,860437,0.0824402,2426
21,860449,0.20008,2499
30,860468,0.509024,2161
14,860544,0.308642,1944
46,860577,0.455696,1975
2,860672,0,1850
37,860684,0.489297,1635
31,860760,0.172513,1739
3,860857,0.288018,1736
27,860991,0.1772,1693
39,861010,0.129955,1539
42,861014,1.74738,2003
41,861024,0.178094,2246
23,861080,0.266756,2999
35,861112,0.678851,1915
45,861222,0.11534,1734
40,861259,1.46561,1774
47,861350,0.18596,2151
0,861355,0,2035
38,861403,0.169683,1768
18,861404,1.80814,1991
36,861408,0.584485,1882
5,861415,0.344488,2032
24,861545,0.382979,2350
33,861574,0.488998,2454
19,861585,2.06388,2035
7,861637,0.237248,1686
20,861650,0.469484,2130
29,861690,0.0808407,2474
13,861715,0.217155,1842
22,861760,0.558347,1791
48,861853,0,1862
8,861941,0,2612
9,861941,0.802407,1994
43,861944,0.921409,1845
34,861999,0.0584112,1712
6,862018,0.204708,1954
11,862018,0.58698,1874
25,862041,0,2043
1,862101,0.346021,1734
16,862110,0.60241,2324
10,862123,0.456361,1753
28,862140,0.460035,1739
26,862145,0.281057,1779
12,862159,0.199501,2005
30,862288,0.791855,1768
32,862315,0,2056
17,862379,0.418994,2864
46,862382,1.31204,1753
15,862458,0.3,2000
44,862458,1.16706,2999
27,862471,0.560224,1428
14,862478,0,1882
31,862583,0.282326,1771
37,862645,0,1909
2,862648,0,1924
21,862692,0.638978,2191
4,862915,0.741962,2426
3,862944,0.0982801,2035
39,862960,0,1898
42,863069,0.599101,2003
49,863072,0,2585
35,863079,0.0522193,1915
45,863142,0.107066,1868
36,863181,0.755375,1721
40,863214,0,1903
38,863223,0.226244,1768
41,863227,0.09298,2151
5,863363,0.632911,1896
47,863396,0.250752,1994
33,863422,0.222717,1796
18,863447,0.401808,1991
0,863472,0,2065
20,863478,0.0563063,1776
26,863655,0,1458
19,863672,0.4914,2035
9,863784,0.446678,1791
13,863819,0.146199,2052
22,863836,0,2024
43,863841,0.433604,1845
34,863842,0,1791
12,863880,0,1669
11,863885,0.606061,1815
24,863895,0.174064,2298
8,863947,0.102354,1954
1,863968,1.10193,1815
28,863968,0.112613,1776
7,863979,0.262009,2290
23,864002,0.662021,2870
6,864024,0.255885,1954
15,864119,0,1609
10,864131,0.408998,1956
14,864156,0.246002,1626
17,864168,0,1737
29,864216,0.121261,2474
48,864292,0.0418936,2387
27,864309,0.391937,1786
30,864360,2.62376,2020
32,864364,0.10015,1997
31,864406,0.621118,1771
46,864427,0.150527,1993
2,864444,0.401376,1744
44,864454,0.462963,1944
37,864592,0.211082,1895
21,864614,0.160428,1870
25,864614,0,2521
4,864701,1.32641,1734
3,864732,0.230415,1736
49,864759,0,1635
40,864761,0.668896,1495
16,864809,0.680015,2647
45,864876,0,1682
39,864967,0.255754,1955
35,865046,0.678851,1915
36,865115,0.159405,1882
42,865124,1.44783,2003
38,865269,0.100301,1994
34,865322,0.490196,1428
5,865355,0.412371,1940
41,865416,0.187178,2137
12,865442,0.13245,1510
47,865442,0.300903,1994
18,865490,0.050226,1991
1,865636,0,1616
26,865648,0,1941
20,865660,0.56338,2130
11,865725,0.167785,1788
24,865731,0.7287,1784
9,865732,0.105485,1896
19,865759,2.01474,2035
0,865830,1.04076,2306
43,865836,0.669068,1943
7,865926,0.158311,1895
33,865928,0,2454
6,865931,0.485175,1855
28,865973,0.30722,1953
10,866097,0.574713,1914
15,866126,0.716113,1955
14,866147,0.309438,1939
29,866174,0.0524659,1906
17,866178,0.0510725,1958
31,866229,0.564653,1771
2,866235,0.747556,1739
27,866267,0,1906
37,866286,0.0609013,1642
25,866345,0.536033,1679
44,866362,0.592672,1856
13,866373,0,2502
48,866383,0.147131,2039
30,866459,1.02589,2047
40,866552,0,1739
3,866570,0.167973,1786
8,866611,1.22511,2612
21,866614,0.256674,1948
45,866662,0.288351,1734
22,866680,0.250716,2792
35,866732,0.673195,1634
49,866733,0.208117,1922
16,866794,0.413864,1933
32,866820,0.582363,2404
4,866843,0.0478469,2090
39,866929,0.157068,1910
42,866985,0.386954,1809
36,867049,0,1882
23,867053,0.0333444,2999
38,867089,0,1768
12,867138,0,1644
18,867221,0,1679
10,867284,0.792952,1135
47,867290,0.389755,1796
46,867306,0.282985,2827
5,867347,0,1940
34,867365,0.552486,1991
1,867503,0.0550964,1815
24,867507,0.0580046,1724
19,867555,0.516055,1744
43,867627,0.172513,1739
26,867644,0,1944
6,867667,0,1684
33,867775,0.222841,1795
0,867876,0,1994
20,867906,0.455789,2194
11,867953,0,2176
28,867978,0,1953
25,868033,0,1636
29,868081,0.269542,1855
40,868099,0.200669,1495
15,868133,1.32992,1955
17,868188,0.153218,1958
41,868188,0,2720
37,868233,0.474934,1895
31,868237,0,1956
48,868256,0.768808,1821
13,868267,0.0542888,1842
44,868270,0.323276,1856
30,868279,1.41403,1768
9,868328,0,2544
14,868360,0.0925497,2161
45,868448,0.0576701,1734
49,868459,0,1674
21,868462,0.556793,1796
7,868518,0.0393701,2540
3,868527,0.104987,1905
8,868649,0.0503525,1986
39,868653,0.538278,1672
35,868699,0.417755,1915
46,868792,0.83682,1434
16,868811,0.356234,1965
12,868843,0,1653
42,868846,2.21117,1809
32,868854,1.91726,1982
27,868900,0,2581
4,868933,0,2038
36,868983,1.64718,1882
2,869013,0,2726
23,869018,0,1913
18,869065,0.167411,1792
38,869135,0,1994
47,869138,0.167038,1796
5,869167,0.113122,1768
1,869236,0,1681
10,869250,0.15674,1914
24,869263,0,1704
19,869351,0.745413,1744
34,869434,0.0991572,2017
26,869521,0.0547945,1825
22,869524,0.286533,2792
43,869622,1.02934,1943
40,869646,0.535117,1495
6,869673,0.204708,1954
0,869810,0.850159,1882
25,869824,0.287522,1739
33,869879,0.0487329,2052
29,869938,0.498615,1805
28,870017,0,1987
45,870025,0.459016,1525
11,870040,1.37592,2035
31,870060,0.225861,1771
15,870074,0.847009,1889
9,870108,0,1728
44,870242,0,1920
21,870253,0.977573,1739
7,870256,0.177936,1686
13,870274,0.664962,1955
37,870274,0.703871,1989
48,870290,0.201816,1982
49,870292,0,1781
30,870351,0.49505,2020
3,870409,0.10929,1830
46,870597,0.798631,1753
27,870664,0.0584112,1712
35,870666,0.522193,1915
32,870751,1.24661,1845
40,870794,0,1096
20,870804,0.456781,2846
2,870809,0,1744
39,870826,0.424328,2121
42,870901,0.1997,2003
47,870924,0.692042,1734
38,870955,0.113122,1768
41,870960,0.147059,2720
10,870991,0.53286,1689
36,871000,0.203562,1965
1,871007,0.17452,1719
4,871020,0,2035
24,871099,0.616592,1784
17,871109,0,2869
5,871159,0.154639,1940
31,871183,0.0933707,1071
19,871266,0.161031,1863
12,871301,0.332502,2406
8,871313,0,2612
26,871365,0.446429,1792
14,871411,0.566856,2999
34,871477,0.050226,1991
25,871555,0.0595593,1679
6,871588,0.590446,1863
43,871617,3.19094,1943
18,871648,0.0790202,2531
28,871741,0,1672
29,871845,0.161725,1855
49,871854,0.0662252,1510
16,871862,0.200067,2999
11,871982,1.00529,1890
15,872015,0,1889
23,872069,0,2999
7,872090,0.224467,1782
45,872093,0.0496032,2016
21,872114,0.442233,1809
9,872125,0.356234,1965
27,872144,0.770308,1428
3,872247,0.223964,1786
48,872250,0.157233,1908
37,872304,0,1978
46,872341,0,1692
22,872368,0.501433,2792
13,872373,0,2047
30,872423,0.841584,2020
40,872507,0.301023,1661
2,872605,0.0573394,1744
20,872609,0,1753
38,872700,0.0590667,1693
33,872745,0.177683,2814
42,872762,0.442233,1809
47,872772,0.946548,1796
41,872835,0.109709,1823
0,872861,0.0333444,2999
26,872875,0,1458
17,872910,0.0571755,1749
36,872934,0.903294,1882
24,872992,0.162955,1841
31,873006,0.112931,1771
39,873069,0.0456413,2191
5,873149,0.154799,1938
10,873164,0.565771,2121
4,873164,0.382409,2092
1,873165,0.617284,2106
19,873234,0,1916
35,873262,0.353774,2544
25,873286,0.416915,1679
44,873293,0.933645,2999
8,873321,0.306748,1956
6,873324,0.356295,1684
12,873344,0.602712,1991
34,873374,0.596206,1845
14,873427,0.203666,1964
16,873479,0.127796,1565
49,873578,0.0598086,1672
32,873579,0.324207,2776
45,873670,0.196721,1525
15,873676,0,1609
18,873747,0.683928,2047
28,873775,0,1982
29,873803,0.629591,1906
11,873941,0.104877,1907
21,873962,0.111359,1796
7,874098,0,1956
9,874212,0,2035
48,874237,0.516796,1935
37,874345,0.251383,1989
40,874365,0,1806
22,874385,0.407125,1965
13,874472,0,2047
46,874487,0,2094
42,874510,0.235849,1696
30,874522,0.683928,2047
27,874586,0.125523,2390
43,874590,1.40363,2921
33,874624,0.437876,1827
2,874670,0.198708,2013
38,874790,0.392542,2038
20,874791,0.0938967,2130
5,874810,0.497203,1609
47,874845,1.33597,2021
24,874885,0.543183,1841
39,874889,0.339367,1768
17,874920,0,1958
0,874924,0.696171,2011
26,874933,0,2006
1,875032,0.606061,1815
8,875059,0.059312,1686
25,875077,0.230017,1739
19,875079,0.669269,1793
3,875089,0.0716846,2790
31,875102,0,2044
14,875105,0,1626
23,875120,0,2999
10,875197,0,1981
35,875229,1.04439,1915
6,875231,0.107817,1855
45,875247,0.0655738,1525
29,875292,0.626305,1437
4,875308,0.908222,2092
12,875328,0.672878,1932
15,875337,0.124301,1609
18,875495,0.471698,1696
28,875566,0,1739
36,875567,0,2581
41,875607,0.220588,2720
32,875613,0.25227,1982
21,875810,0.111359,1796
11,875854,0.59108,1861
7,875884,0.519031,1734
49,875979,0.383142,2349
48,876110,0.21966,1821
22,876164,0,1727
34,876245,0.248315,2819
9,876258,0.250752,1994
16,876295,1.80897,2764
40,876298,0.106326,1881
43,876314,1.67464,1672
46,876328,0.78256,1789
44,876344,0.233411,2999
27,876370,0.34642,1732
5,876471,0,1609
13,876479,0,1955
42,876500,0.206398,1938
30,876514,0.360825,1940
37,876519,0.0942507,2122
2,876556,0,1834
38,876603,0.170358,1761
39,876613,0.956938,1672
24,876721,0.280269,1784
26,876777,0.279018,1792
1,876781,1.76783,1697
33,876834,0.509731,2158
19,876875,0,1744
14,876910,0.285225,1753
47,876918,0,2021
31,876996,0.380022,1842
15,876999,0,1610
10,877017,0.282805,1768
35,877087,0.055371,1806
8,877097,0.654582,1986
3,877154,0.496771,2013
12,877371,0.351582,1991
6,877389,0.2849,2106
32,877438,0.112803,1773
11,877513,0,1607
41,877555,0.421941,1896
21,877594,0,1732
18,877594,0.439668,2047
0,877597,0.190767,2621
25,877650,1.428,2521
20,877689,0,2846
28,877730,1.42045,2112
7,877731,0,1795
45,877737,0.533224,2438
22,877761,0.2589,1545
4,877786,0.288541,2426
16,877818,0,1471
17,877841,0.313698,2869
48,877847,0.178042,1685
49,878020,0.15083,1989
34,878066,0.226116,1769
44,878075,0.77427,1679
40,878124,0,1774
46,878169,0.78256,1789
23,878171,0,2999
36,878200,0.387447,2581
42,878245,2.1264,1693
43,878309,1.95574,1943
29,878343,1.13371,2999
26,878354,0.983607,1525
2,878361,0.11409,1753
39,878433,0.904977,1768
13,878486,0.102302,1955
37,878560,0.452489,1989
30,878586,0.445545,2020
19,878629,0.0587544,1702
1,878652,1.04453,1819
5,878662,1.12202,2139
33,878681,0.334262,1795
27,878699,1.0101,2277
47,878704,0,1734
14,878762,0.111111,1800
9,878770,0.325203,2460
10,878822,0,1753
15,878844,0.390407,1793
35,879054,0.156658,1915
3,879093,0.63593,1887
24,879175,0.291424,2402
31,879213,0.415704,2165
16,879304,2.09205,1434
25,879441,0.632547,1739
6,879487,0.537634,2046
22,879545,0,1732
28,879573,1.89838,1791
32,879580,0.813397,2090
7,879600,0.110072,1817
38,879603,0.576662,2948
0,879660,0.099453,2011
18,879693,0.635076,2047
49,879750,0.297974,1678
8,879761,0,2612
48,879811,0,1912
12,879829,0.789692,2406
21,879837,0,2191
45,879840,0.58508,2051
36,879924,0.299043,1672
26,879931,0.262295,1525
20,879935,0,2194
44,879983,0.215517,1856
46,880010,0.614869,1789
43,880033,0.538278,1672
40,880057,0.106326,1881
23,880136,0,1913
11,880151,0,2586
34,880165,0.293112,2047
39,880175,0.236686,1690
29,880236,0.869093,1841
4,880264,0.329761,2426
42,880300,0.748877,2003
41,880327,0.367647,2720
1,880401,0.117855,1697
13,880493,0.204604,1955
10,880563,0,1689
37,880581,0.253936,1969
47,880604,0,1848
27,880633,0.743889,1882
30,880654,0.0496032,2016
17,880730,0.211491,2837
5,880746,0,2032
2,880759,0.255754,2346
15,880785,0.370566,1889
16,880790,0,1434
33,880891,0.231696,2158
24,881011,0.0560538,1784
31,881016,0.171331,1751
19,881030,0.297999,2349
35,881119,0.745156,2013
3,881158,0.149031,2013
6,881223,0.118765,1684
9,881366,0.707547,2544
28,881393,0.50905,1768
32,881477,0.0542005,1845
42,881487,0,1135
48,881556,0.118133,1693
22,881562,0.203562,1965
7,881595,0.0514668,1943
8,881598,1.51261,1785
36,881648,0,1672
26,881695,0,1712
49,881724,0.208117,1922
18,881736,0.75339,1991
38,881747,0.573614,2092
44,881755,1.10465,1720
14,881813,0.0333444,2999
45,881827,0.258398,1935
4,881997,0,1681
0,882018,0.130095,2306
34,882032,0,1815
46,882065,0.1997,2003
40,882067,0.153218,1958
21,882080,0.410771,2191
20,882117,0.516432,2130
25,882119,0.723534,2626
29,882129,0,1841
39,882170,0.205867,1943
37,882268,0.183486,1635
1,882272,0.439802,1819
12,882287,0.124688,2406
10,882354,0.230017,1739
11,882355,0,2152
19,882359,0.156617,1277
47,882390,0,1734
6,882410,0,1135
41,882530,0.13947,2151
27,882567,0.053135,1882
17,882569,0,1787
13,882597,0.0487329,2052
15,882630,0.22309,1793
30,882655,0.30785,1949
2,882673,0.429646,1862
43,882678,0,2593
33,882738,0.389972,1795
5,882830,0,2032
24,882878,0.110193,1815
16,883042,0.5,2200
35,883184,0.149031,2013
28,883184,0,1739
23,883187,0,2999
42,883232,0,1693
31,883233,0.0923788,2165
3,883245,0.2457,2035
48,883301,1.0632,1693
8,883435,0.728291,1785
44,883486,1.01251,1679
32,883511,0.807265,1982
10,883541,0,1135
46,883551,0.767085,1434
49,883560,0.112108,1784
45,883561,0.713436,1682
7,883585,0.154799,1938
14,883618,0.456361,1753
25,883666,0,1495
18,883779,0.75339,1991
36,883799,0.857551,2099
40,883893,0.11274,1774
37,883955,0.366972,1635
9,883962,0.43239,2544
34,883971,0.317965,1887
4,883971,1.19667,1922
29,883986,0,1805
39,883990,0.0565611,1768
21,884042,0.837696,1910
1,884143,1.86916,1819
20,884247,0.240616,2078
12,884292,0.15361,1953
35,884340,1.17754,1104
27,884351,0.115473,1732
6,884357,0.158311,1895
0,884376,0.607112,2306
22,884406,0.143266,2792
19,884420,0.647088,2009
2,884464,0,1739
47,884486,0,2044
11,884583,0,2176
5,884673,0.781686,1791
13,884696,0.341964,2047
30,884727,0,2020
3,884731,0.488145,1434
41,884733,0,2151
26,884746,0,2999
38,884747,0.203528,2948
15,884794,0,2112
24,884977,0.048852,2047
33,885021,0.313761,2231
28,885027,0,1791
23,885152,0.0522739,1913
48,885174,0.10983,1821
44,885258,1.56977,1720
42,885287,0.0998502,2003
45,885295,1.30797,1682
10,885332,0,1739
31,885385,0.47619,2100
32,885408,0.487805,1845
25,885457,0,1739
17,885458,0.070497,2837
8,885473,0.251762,1986
36,885572,0.40674,1721
43,885651,0.239644,2921
39,885714,0.41866,1672
40,885719,0.225479,1774
9,885723,0.292569,1709
29,885735,0.94284,1697
46,885827,0.22482,2224
21,885833,0.632547,1739
16,885858,0,2764
14,885868,0.0909918,2198
18,885878,0.293112,2047
1,885884,0.236827,1689
4,885945,0,1922
49,885961,0.0851426,2349
20,885974,0.179104,1675
11,886063,0.210084,1428
34,886070,0.195408,2047
19,886172,0.176471,1700
27,886194,0,1791
37,886198,0.638978,2191
12,886276,0.517598,1932
47,886291,0,1753
0,886310,0.21254,1882
6,886322,0.26137,1913
15,886561,0,1715
26,886590,0.167411,1792
5,886621,0.527426,1896
7,886636,0.266756,2999
3,886670,0.158983,1887
13,886703,0.204604,1955
30,886823,0.0489237,2044
28,886870,0.0558347,1791
38,886891,0.239006,2092
35,886944,1.37147,2552
10,887096,0,1712
48,887161,0.206718,1935
2,887193,0.0747105,2677
24,887194,0.184758,2165
33,887231,0.231696,2158
22,887250,0.0358166,2792
31,887279,0.271444,1842
8,887310,0.168067,1785
36,887363,0,1739
43,887375,0,1672
29,887422,0.856269,1635
9,887472,0.23571,1697
41,887537,0,2752
32,887560,0.238095,2100
23,887725,0.753669,2521
20,887747,0.232423,1721
4,887750,0,1753
5,887777,0,1104
45,887785,0.410172,2438
19,887874,0.30303,1650
34,887967,0.433604,1845
18,887977,0.097704,2047
27,887978,0.17321,1732
1,888042,0.0949668,2106
21,888076,2.05386,2191
16,888095,0.320366,2185
35,888100,0,1104
25,888135,0.228484,2626
37,888145,0.738786,1895
3,888156,0.55788,1434
47,888210,0.267809,1867
46,888214,0.299786,2335
0,888282,0.677083,1920
6,888287,0,1913
44,888309,0.100033,2999
26,888329,0,1687
42,888338,0.0333444,2999
49,888362,0.0425713,2349
17,888379,0.0348554,2869
15,888406,0,1793
12,888497,0,2169
40,888518,0.582454,2747
14,888527,0.153433,2607
11,888649,0.157853,2534
7,888691,0,2003
13,888710,0.204604,1955
38,888719,0.0563063,1776
39,888765,0.3001,2999
48,888906,0.1772,1693
33,888951,0.119904,1668
30,888998,0,2123
28,889034,0,2112
24,889087,0.108637,1841
22,889093,0.502513,1791
36,889136,0,1721
31,889194,0.536769,1863
35,889256,0,1104
10,889269,0.0942951,2121
8,889284,0,1922
9,889315,0,1791
41,889485,0.105485,1896
20,889520,0,1721
5,889524,0.117994,1695
4,889536,0.461361,1734
2,889591,0.341006,2346
32,889612,0.2,2000
29,889665,0,2191
23,889690,0.104548,1913
34,889744,0,1725
27,889762,0.17321,1732
19,889813,0,1887
16,889900,0,1753
47,889982,0.465116,1720
3,890001,0.501952,1793
13,890010,0.0801282,1248
46,890019,0.0570451,1753
21,890038,0.418848,1910
44,890040,0.536033,1679
18,890076,0.195408,2047
42,890083,0,1693
25,890101,0.783699,1914
26,890173,0.223214,1792
1,890200,0.237417,2106
15,890343,0.265252,1885
43,890348,0,2921
37,890388,0.136924,2191
7,890429,0.118624,1686
11,890434,0,1733
17,890455,0,2024
49,890461,0.24426,2047
39,890489,0.179426,1672
12,890540,0.150678,1991
14,890611,0.0492126,2032
48,890677,0.232693,1719
45,890690,0.0701016,2853
6,890775,0.0821018,2436
33,890798,0.668524,1795
38,890809,0.0490677,2038
30,890818,0,1768
36,890909,1.56886,1721
24,890923,0.224215,1784
22,890936,0,1791
8,891033,0.353565,1697
35,891076,1.3009,1768
10,891160,0.108755,1839
5,891258,0.118906,1682
0,891333,0.700233,2999
31,891346,0.285714,2100
40,891397,0.247612,2827
29,891414,0,1697
41,891433,0.21097,1896
16,891477,0.131148,1525
20,891496,0,1924
2,891505,0,1862
32,891628,0.712831,1964
9,891676,0.0866176,2309
28,891679,0.308523,2593
4,891680,0.81262,2092
34,891709,0.26137,1913
3,891725,0.239234,1672
18,891807,0,1679
44,891812,0.988372,1720
46,891824,0,1753
21,891829,0.230017,1739
42,891850,0.466472,1715
19,891868,0,2003
26,891937,0,1712
23,891979,0.0447027,2237
25,891998,0,1845
13,892017,0.255754,1955
47,892055,0,2021
1,892071,0,1819
27,892133,0,2319
43,892221,0,1821
37,892341,0.210416,1901
15,892384,0.452489,1989
39,892511,0,1970
7,892533,0.0487329,2052
11,892537,1.21892,2051
17,892597,0.143541,2090
14,892607,0.308642,1944
38,892625,0.113379,1764
36,892673,0.525701,1712
12,892709,0.661313,2117
48,892715,1.00705,1986
22,892779,0,1791
6,892805,0.202224,1978
30,892890,0.0990099,2020
24,892919,0.0514403,1944
5,892982,0.41866,1672
33,893008,0.278035,2158
8,893071,0,1986
29,893101,0,1635
31,893179,0,1781
45,893180,0.697293,2438
3,893211,0.41841,1434
49,893233,0.294118,2720
0,893305,0.572917,1920
10,893333,0.235738,2121
16,893444,0.208877,1915
20,893468,0.572917,1920
28,893482,0.856653,1751
40,893488,0,2039
44,893543,0.893389,1679
34,893565,0.110865,1804
42,893595,0,1693
9,893610,0.21254,1882
18,893617,0.455063,1758
41,893636,0.13947,2151
19,893637,0,1717
32,893644,0.356415,1964
4,893654,0.312175,1922
46,893665,0.223589,1789
35,893680,1.2931,2552
21,893767,0,1886
26,893824,0.326975,1835
23,893845,0,1814
2,893903,0.29838,2346
1,893942,0.659703,1819
25,893964,0.731452,1914
47,894128,0.148441,2021
13,894148,0.625301,2079
15,894256,0,1820
7,894297,0.0584112,1712
11,894297,0.29274,1708
43,894330,0.43753,2057
37,894382,0.351936,1989
27,894462,0.17567,2277
33,894555,0.0668896,1495
39,894684,0.235738,2121
30,894710,0.282805,1768
6,894747,0,1890
38,894752,0.289157,2075
48,894753,2.06445,1986
24,894755,0.336323,1784
36,894774,0.34163,2049
8,894795,0.41866,1672
29,894863,0,1710
12,894878,0.472367,2117
5,894879,0.379404,1845
45,894914,0.416171,1682
3,895014,0.171331,1751
31,895094,0.429415,1863
28,895247,0.875657,1713
44,895274,0.714711,1679
40,895314,0.11274,1774
42,895362,0.524781,1715
41,895381,0.1772,1693
10,895382,0.150225,1997
16,895411,1.04439,1915
4,895440,0.0576701,1734
0,895453,0.28626,2096
17,895513,0.27933,2864
9,895543,0.265816,1881
18,895550,0.318979,1881
20,895610,0.669856,2090
22,895623,1.43266,2792
19,895624,0,1935
14,895658,0,2999
32,895678,0.100908,1982
2,895817,0.429646,1862
21,895828,0,2009
34,895848,0.0448229,2231
26,895873,0.0500751,1997
13,895910,0.409357,1710
49,896005,0.147059,2720
33,896041,0,1434
43,896054,0.0598086,1672
46,896161,0.0409165,2444
7,896168,0.0549753,1819
47,896201,0,2021
27,896246,0.17321,1732
35,896284,0.117555,2552
15,896297,0.452489,1989
1,896300,0.650477,2306
23,896376,0.0806777,2479
11,896401,0.487329,2052
8,896519,0.179426,1672
25,896537,0.396668,2521
39,896568,0.10917,1832
24,896591,0.224215,1784
37,896625,0.502054,2191
5,896667,0,1736
6,896772,0.0506842,1973
30,896782,0.148515,2020
48,896791,0.0503525,1986
12,896819,0.317628,1889
29,896832,0,1917
3,896859,0.0557724,1793
38,896896,0.286807,2092
36,896925,0.238209,2099
41,897126,0,1693
31,897147,0.09995,2001
28,897180,0,1881
42,897223,0.773908,1809
40,897244,0.692226,1878
10,897327,0.211305,1893
18,897360,0.568828,1758
16,897378,0.574413,1915
45,897404,0.328138,2438
4,897414,0,1922
0,897425,0.15625,1920
26,897450,0.196721,1525
22,897466,0.111669,1791
20,897562,0.210526,1900
21,897632,0,1752
14,897654,0,1944
19,897685,0,2009
33,897694,0.062461,1601
32,897712,0.0504541,1982
2,897731,0,1862
13,897917,0.409207,1955
44,897935,0,2609
7,897954,0,1734
46,897981,0.0565611,1768
1,898049,0.0589275,1697
35,898104,0.339367,1768
9,898139,0,2544
34,898158,0,2258
43,898163,0.388916,2057
27,898180,0.265675,1882
15,898238,0.211752,1889
8,898243,0.299043,1672
17,898252,0.0372162,2687
47,898274,0.0494805,2021
11,898343,0.687831,1890
39,898455,0.108992,1835
12,898520,0.0606428,1649
3,898566,0.120846,1655
37,898572,0.0527704,1895
6,898592,0.169683,1768
5,898615,0.105485,1896
30,898621,0,1787
48,898653,0,1810
29,898693,0,1809
36,898698,0,1721
49,898777,0,2720
16,898864,0,1434
23,898949,0.87267,2521
22,898956,0,1438
28,898983,0,1751
42,898990,1.51603,1715
31,899041,0.325733,1842
25,899110,0.436335,2521
10,899138,0.113701,1759
45,899195,0,1739
40,899204,0,1908
38,899246,0.174064,2298
18,899367,0,1955
26,899392,0.15873,1890
19,899506,0,1769
2,899521,0.172612,1738
24,899606,0.134998,2963
14,899650,0,1944
4,899655,0.137049,2189
7,899666,0.060241,1660
13,899679,0.233918,1710
41,899722,0.157233,2544
33,899777,0.344658,2031
1,899798,0,1697
35,899838,0,1682
32,899955,0.410771,2191
46,899991,0,1958
8,899992,0.47142,1697
21,900007,0,2323
34,900055,0,1845
43,900158,0.360268,1943
15,900279,0.553042,1989
47,900347,0,2021
37,900352,0,1728
48,900377,0,1672
17,900394,0,2090
30,900441,0.169683,1768
11,900446,1.1214,2051
0,900476,0.0666889,2999
3,900489,0.160342,1871
20,900489,0.243478,2875
5,900508,0.760456,1841
36,900509,0,1759
6,900622,0,1978
9,900735,0.235849,2544
28,900748,0.233508,1713
39,900756,0.133393,2249
22,900799,0.279174,1791
42,900851,0.165837,1809
12,900978,0.124688,2406
44,900986,0,2999
27,901009,0.0720202,2777
25,901072,0,1910
38,901087,0.447177,1789
31,901193,1.09524,2100
49,901252,0.206356,2423
10,901311,0.377181,2121
18,901410,0.853842,1991
23,901522,0.476002,2521
34,901535,0,1428
26,901565,0.424328,2121
19,901609,0.43881,2051
33,901624,0.724234,1795
41,901670,0.896624,1896
16,901680,0,2764
45,901685,0.369155,2438
13,901686,1.63683,1955
24,901709,0.341297,2051
29,901744,0,2999
7,901786,0.145068,2068
46,901832,0.0558971,1789
32,901971,0.356415,1964
20,901975,0.69735,1434
40,902003,0,2747
4,902010,0.911854,2303
21,902029,1.16751,1970
14,902048,0.29838,2346
2,902094,0,2521
8,902110,0.580833,2066
47,902119,0,1720
1,902156,0.130095,2306
15,902243,0.104603,1912
17,902261,0.220386,1815
35,902442,0,2552
10,902498,0,1135
48,902500,0.434573,2071
28,902513,0.40864,1713
0,902517,0,1989
25,902524,0,1400
11,902533,0.638821,2035
6,902537,0.375738,1863
30,902540,0.24426,2047
5,902591,0.393895,2031
37,902610,0.0906618,2206
44,902717,0,1679
9,902789,0.3996,2002
42,902867,0,1964
39,902911,0.42796,2103
38,902928,0.167691,1789
3,902930,0.544161,2389
29,902931,0,1135
31,903108,0,1863
12,903159,0.281822,2129
16,903166,0,1434
43,903184,0.403497,2974
49,903226,0.104058,1922
36,903386,0.672566,2825
41,903443,0.813481,1721
26,903452,0.708447,1835
